Sno,Movie_Name,Duration_min,Year,Ratings,Metascore,Director1,Director2,Director3,Director4,Director5,Director6
1,The Dark Knight,152,2008,9.0,84,Christopher Nolan,N/A,N/A,N/A,N/A,N/A
2,The Lord of the Rings: The Return of the King,201,2003,9.0,94,Peter Jackson,N/A,N/A,N/A,N/A,N/A
3,Spider-Man: Across the Spider-Verse,140,2023,8.9,86,Joaquim Dos Santos, Kemp Powers, Justin K. Thompson,N/A,N/A,N/A
4,Inception,148,2010,8.8,74,Christopher Nolan,N/A,N/A,N/A,N/A,N/A
5,The Lord of the Rings: The Fellowship of the Ring,178,2001,8.8,92,Peter Jackson,N/A,N/A,N/A,N/A,N/A
6,The Lord of the Rings: The Two Towers,179,2002,8.8,87,Peter Jackson,N/A,N/A,N/A,N/A,N/A
7,The Matrix,136,1999,8.7,73,Lana Wachowski, Lilly Wachowski,N/A,N/A,N/A,N/A
8,Star Wars: Episode V - The Empire Strikes Back,124,1980,8.7,82,Irvin Kershner,N/A,N/A,N/A,N/A,N/A
9,Soorarai Pottru,153,2020,8.7,N/A,Sudha Kongara,N/A,N/A,N/A,N/A,N/A
10,Terminator 2: Judgment Day,137,1991,8.6,75,James Cameron,N/A,N/A,N/A,N/A,N/A
11,Star Wars: Episode IV - A New Hope,121,1977,8.6,90,George Lucas,N/A,N/A,N/A,N/A,N/A
12,Seven Samurai,207,1954,8.6,98,Akira Kurosawa,N/A,N/A,N/A,N/A,N/A
13,Harakiri,133,1962,8.6,85,Masaki Kobayashi,N/A,N/A,N/A,N/A,N/A
14,Sita Ramam,163,2022,8.6,N/A,Hanu Raghavapudi,N/A,N/A,N/A,N/A,N/A
15,Gladiator,155,2000,8.5,67,Ridley Scott,N/A,N/A,N/A,N/A,N/A
16,Leon,110,1994,8.5,64,Luc Besson,N/A,N/A,N/A,N/A,N/A
17,The Dark Knight Rises,164,2012,8.4,78,Christopher Nolan,N/A,N/A,N/A,N/A,N/A
18,Spider-Man: Into the Spider-Verse,117,2018,8.4,87,Bob Persichetti, Peter Ramsey, Rodney Rothman,N/A,N/A,N/A
19,Raiders of the Lost Ark,115,1981,8.4,85,Steven Spielberg,N/A,N/A,N/A,N/A,N/A
20,Avengers: Endgame,181,2019,8.4,78,Anthony Russo, Joe Russo,N/A,N/A,N/A,N/A
21,Aliens,137,1986,8.4,84,James Cameron,N/A,N/A,N/A,N/A,N/A
22,Oldboy,101,2003,8.4,77,Park Chan-wook,N/A,N/A,N/A,N/A,N/A
23,Avengers: Infinity War,149,2018,8.4,68,Anthony Russo, Joe Russo,N/A,N/A,N/A,N/A
24,Kaithi,145,2019,8.4,N/A,Lokesh Kanagaraj,N/A,N/A,N/A,N/A,N/A
25,Asuran,141,2019,8.4,N/A,Vetrimaaran,N/A,N/A,N/A,N/A,N/A
26,Top Gun: Maverick,130,2022,8.3,78,Joseph Kosinski,N/A,N/A,N/A,N/A,N/A
27,Heat,170,1995,8.3,76,Michael Mann,N/A,N/A,N/A,N/A,N/A
28,Star Wars: Episode VI - Return of the Jedi,131,1983,8.3,58,Richard Marquand,N/A,N/A,N/A,N/A,N/A
29,Princess Mononoke,134,1997,8.3,76,Hayao Miyazaki,N/A,N/A,N/A,N/A,N/A
30,North by Northwest,136,1959,8.3,98,Alfred Hitchcock,N/A,N/A,N/A,N/A,N/A
31,Dangal,161,2016,8.3,N/A,Nitesh Tiwari,N/A,N/A,N/A,N/A,N/A
32,Kantara,148,2022,8.3,N/A,Rishab Shetty,N/A,N/A,N/A,N/A,N/A
33,K.G.F: Chapter 2,168,2022,8.3,N/A,Prashanth Neel,N/A,N/A,N/A,N/A,N/A
34,Vikram,175,2022,8.3,N/A,Lokesh Kanagaraj,N/A,N/A,N/A,N/A,N/A
35,Shershaah,135,2021,8.3,N/A,Vishnuvardhan,N/A,N/A,N/A,N/A,N/A
36,Raatchasan,170,2018,8.3,N/A,Ram Kumar,N/A,N/A,N/A,N/A,N/A
37,Batman Begins,140,2005,8.2,70,Christopher Nolan,N/A,N/A,N/A,N/A,N/A
38,Spider-Man: No Way Home,148,2021,8.2,71,Jon Watts,N/A,N/A,N/A,N/A,N/A
39,Indiana Jones and the Last Crusade,127,1989,8.2,65,Steven Spielberg,N/A,N/A,N/A,N/A,N/A
40,Jurassic Park,127,1993,8.2,68,Steven Spielberg,N/A,N/A,N/A,N/A,N/A
41,1917,119,2019,8.2,78,Sam Mendes,N/A,N/A,N/A,N/A,N/A
42,Kill Bill: Vol,111,2003,8.2,69,Quentin Tarantino,N/A,N/A,N/A,N/A,N/A
43,Die Hard,132,1988,8.2,72,John McTiernan,N/A,N/A,N/A,N/A,N/A
44,V for Vendetta,132,2005,8.2,62,James McTeigue,N/A,N/A,N/A,N/A,N/A
45,Ran,162,1985,8.2,97,Akira Kurosawa,N/A,N/A,N/A,N/A,N/A
46,Demon Slayer the Movie: Mugen Train,117,2020,8.2,72,Haruo Sotozaki,N/A,N/A,N/A,N/A,N/A
47,Gangs of Wasseypur,321,2012,8.2,89,Anurag Kashyap,N/A,N/A,N/A,N/A,N/A
48,Yojimbo,110,1961,8.2,93,Akira Kurosawa,N/A,N/A,N/A,N/A,N/A
49,K.G.F,156,2018,8.2,N/A,Prashanth Neel,N/A,N/A,N/A,N/A,N/A
50,Baahubali 2: The Conclusion,167,2017,8.2,N/A,S.S. Rajamouli,N/A,N/A,N/A,N/A,N/A
51,The Mountain II,135,2016,8.2,N/A,Alper Caglar,N/A,N/A,N/A,N/A,N/A
52,Sherlock Jr.,45,1924,8.2,N/A,Buster Keaton,N/A,N/A,N/A,N/A,N/A
53,Rangasthalam,170,2018,8.2,N/A,Sukumar,N/A,N/A,N/A,N/A,N/A
54,Uri: The Surgical Strike,138,2019,8.2,N/A,Aditya Dhar,N/A,N/A,N/A,N/A,N/A
55,Vikram Vedha,147,2017,8.2,N/A,Gayatri, Pushkar, Gowtham Selvaraj,N/A,N/A,N/A
56,Paan Singh Tomar,135,2012,8.2,N/A,Tigmanshu Dhulia,N/A,N/A,N/A,N/A,N/A
57,Mad Max: Fury Road,120,2015,8.1,90,George Miller,N/A,N/A,N/A,N/A,N/A
58,Pirates of the Caribbean: The Curse of the Black Pearl,143,2003,8.1,63,Gore Verbinski,N/A,N/A,N/A,N/A,N/A
59,Blade Runner,117,1982,8.1,84,Ridley Scott,N/A,N/A,N/A,N/A,N/A
60,The Terminator,107,1984,8.1,84,James Cameron,N/A,N/A,N/A,N/A,N/A
61,Le Mans '66,152,2019,8.1,81,James Mangold,N/A,N/A,N/A,N/A,N/A
62,Logan,137,2017,8.1,77,James Mangold,N/A,N/A,N/A,N/A,N/A
63,Warrior,140,2011,8.1,71,Gavin O'Connor,N/A,N/A,N/A,N/A,N/A
64,Rush,123,2013,8.1,74,Ron Howard,N/A,N/A,N/A,N/A,N/A
65,"Lock, Stock and Two Smoking Barrels",107,1998,8.1,66,Guy Ritchie,N/A,N/A,N/A,N/A,N/A
66,How to Train Your Dragon,98,2010,8.1,75,Dean DeBlois, Chris Sanders,N/A,N/A,N/A,N/A
67,The Iron Giant,86,1999,8.1,85,Brad Bird,N/A,N/A,N/A,N/A,N/A
68,Neon Genesis Evangelion: The End of Evangelion,87,1997,8.1,N/A,Hideaki Anno, Kazuya Tsurumaki,N/A,N/A,N/A,N/A
69,White Heat,114,1949,8.1,89,Raoul Walsh,N/A,N/A,N/A,N/A,N/A
70,The General,78,1926,8.1,N/A,Clyde Bruckman, Buster Keaton,N/A,N/A,N/A,N/A
71,The Hidden Fortress,139,1958,8.1,89,Akira Kurosawa,N/A,N/A,N/A,N/A,N/A
72,Bajrangi Bhaijaan,163,2015,8.1,N/A,Kabir Khan, Mehmet Tutkun,N/A,N/A,N/A,N/A
73,A Wednesday,104,2008,8.1,N/A,Neeraj Pandey,N/A,N/A,N/A,N/A,N/A
74,Sholay,204,1975,8.1,N/A,Ramesh Sippy,N/A,N/A,N/A,N/A,N/A
75,Major,150,2022,8.1,N/A,Sashi Kiran Tikka,N/A,N/A,N/A,N/A,N/A
76,Kaththi,166,2014,8.1,N/A,A.R. Murugadoss,N/A,N/A,N/A,N/A,N/A
77,Sarfarosh,174,1999,8.1,N/A,John Mathew Matthan,N/A,N/A,N/A,N/A,N/A
78,Hera Pheri,156,2000,8.1,N/A,Priyadarshan,N/A,N/A,N/A,N/A,N/A
79,Thuppakki,165,2012,8.1,N/A,A.R. Murugadoss,N/A,N/A,N/A,N/A,N/A
80,Mission: Impossible - Dead Reckoning Part One,163,2023,8.0,81,Christopher McQuarrie,N/A,N/A,N/A,N/A,N/A
81,Guardians of the Galaxy Vol,150,2023,8.0,64,James Gunn,N/A,N/A,N/A,N/A,N/A
82,Dune,155,2021,8.0,74,Denis Villeneuve,N/A,N/A,N/A,N/A,N/A
83,Blade Runner 2049,164,2017,8.0,81,Denis Villeneuve,N/A,N/A,N/A,N/A,N/A
84,Guardians of the Galaxy,121,2014,8.0,76,James Gunn,N/A,N/A,N/A,N/A,N/A
85,The Revenant,156,2015,8.0,76,Alejandro G. Iñárritu,N/A,N/A,N/A,N/A,N/A
86,Deadpool,108,2016,8.0,65,Tim Miller,N/A,N/A,N/A,N/A,N/A
87,Avengers Assemble,143,2012,8.0,69,Joss Whedon,N/A,N/A,N/A,N/A,N/A
88,The Incredibles,115,2004,8.0,90,Brad Bird,N/A,N/A,N/A,N/A,N/A
89,Casino Royale,144,2006,8.0,80,Martin Campbell,N/A,N/A,N/A,N/A,N/A
90,Kill Bill: Vol,137,2004,8.0,83,Quentin Tarantino,N/A,N/A,N/A,N/A,N/A
91,Akira,124,1988,8.0,67,Katsuhiro Ôtomo,N/A,N/A,N/A,N/A,N/A
92,The Bourne Ultimatum,115,2007,8.0,85,Paul Greengrass,N/A,N/A,N/A,N/A,N/A
93,Ip Man,106,2008,8.0,59,Wilson Yip,N/A,N/A,N/A,N/A,N/A
94,Wolfwalkers,103,2020,8.0,87,Tomm Moore, Ross Stewart,N/A,N/A,N/A,N/A
95,Infernal Affairs,101,2002,8.0,75,Andrew Lau, Alan Mak,N/A,N/A,N/A,N/A
96,Baahubali: The Beginning,159,2015,8.0,N/A,S.S. Rajamouli,N/A,N/A,N/A,N/A,N/A
97,Elite Squad,115,2007,8.0,33,José Padilha,N/A,N/A,N/A,N/A,N/A
98,Sanjuro,96,1962,8.0,N/A,Akira Kurosawa,N/A,N/A,N/A,N/A,N/A
99,Haider,160,2014,8.0,N/A,Vishal Bhardwaj,N/A,N/A,N/A,N/A,N/A
100,Brotherhood,140,2004,8.0,64,Je-kyu Kang,N/A,N/A,N/A,N/A,N/A
101,Elite Squad 2: The Enemy Within,115,2010,8.0,71,José Padilha,N/A,N/A,N/A,N/A,N/A
102,Karthikeya 2,150,2022,8.0,N/A,Chandoo Mondeti,N/A,N/A,N/A,N/A,N/A
103,The Breath,128,2009,8.0,N/A,Levent Semerci,N/A,N/A,N/A,N/A,N/A
104,Andaz Apna Apna,160,1994,8.0,N/A,Rajkumar Santoshi,N/A,N/A,N/A,N/A,N/A
105,Arjun Reddy,182,2017,8.0,N/A,Sandeep Reddy Vanga,N/A,N/A,N/A,N/A,N/A
106,1: Nenokkadine,170,2014,8.0,N/A,Sukumar,N/A,N/A,N/A,N/A,N/A
107,Zack Snyder's Justice League,242,2021,7.9,54,Zack Snyder,N/A,N/A,N/A,N/A,N/A
108,Avatar,162,2009,7.9,83,James Cameron,N/A,N/A,N/A,N/A,N/A
109,Edge of Tomorrow,113,2014,7.9,71,Doug Liman,N/A,N/A,N/A,N/A,N/A
110,Iron Man,126,2008,7.9,79,Jon Favreau,N/A,N/A,N/A,N/A,N/A
111,Star Trek,127,2009,7.9,82,J.J. Abrams,N/A,N/A,N/A,N/A,N/A
112,Thor: Ragnarok,130,2017,7.9,74,Taika Waititi,N/A,N/A,N/A,N/A,N/A
113,The Blues Brothers,133,1980,7.9,60,John Landis,N/A,N/A,N/A,N/A,N/A
114,X-Men: Days of Future Past,132,2014,7.9,75,Bryan Singer,N/A,N/A,N/A,N/A,N/A
115,Children of Men,109,2006,7.9,84,Alfonso Cuarón,N/A,N/A,N/A,N/A,N/A
116,District 9,112,2009,7.9,81,Neill Blomkamp,N/A,N/A,N/A,N/A,N/A
117,A Fistful of Dollars,99,1964,7.9,65,Sergio Leone,N/A,N/A,N/A,N/A,N/A
118,Ghost in the Shell,83,1995,7.9,76,Mamoru Oshii,N/A,N/A,N/A,N/A,N/A
119,"Crouching Tiger, Hidden Dragon",120,2000,7.9,94,Ang Lee,N/A,N/A,N/A,N/A,N/A
120,Hero,120,2002,7.9,85,Yimou Zhang,N/A,N/A,N/A,N/A,N/A
121,The Raid 2,150,2014,7.9,71,Gareth Evans,N/A,N/A,N/A,N/A,N/A
122,The Wild Bunch,145,1969,7.9,98,Sam Peckinpah,N/A,N/A,N/A,N/A,N/A
123,The Adventures of Robin Hood,102,1938,7.9,97,Michael Curtiz, William Keighley,N/A,N/A,N/A,N/A
124,A Taxi Driver,137,2017,7.9,69,Hun Jang,N/A,N/A,N/A,N/A,N/A
125,Baby,159,2015,7.9,N/A,Neeraj Pandey,N/A,N/A,N/A,N/A,N/A
126,Airlift,130,2016,7.9,N/A,Raja Menon,N/A,N/A,N/A,N/A,N/A
127,Vishwaroopam,148,2013,7.9,N/A,Kamal Haasan,N/A,N/A,N/A,N/A,N/A
128,Sound of Freedom,131,2023,7.8,43,Alejandro Monteverde,N/A,N/A,N/A,N/A,N/A
129,Dunkirk,106,2017,7.8,94,Christopher Nolan,N/A,N/A,N/A,N/A,N/A
130,John Wick: Chapter 4,169,2023,7.8,78,Chad Stahelski,N/A,N/A,N/A,N/A,N/A
131,The Batman,176,2022,7.8,72,Matt Reeves,N/A,N/A,N/A,N/A,N/A
132,Everything Everywhere All at Once,139,2022,7.8,81,Daniel Kwan, Daniel Scheinert,N/A,N/A,N/A,N/A
133,Drive,100,2011,7.8,78,Nicolas Winding Refn,N/A,N/A,N/A,N/A,N/A
134,The Gentlemen,113,2019,7.8,51,Guy Ritchie,N/A,N/A,N/A,N/A,N/A
135,All Quiet on the Western Front,148,2022,7.8,76,Edward Berger,N/A,N/A,N/A,N/A,N/A
136,Ghostbusters,105,1984,7.8,71,Ivan Reitman,N/A,N/A,N/A,N/A,N/A
137,RRR,187,2022,7.8,83,S.S. Rajamouli,N/A,N/A,N/A,N/A,N/A
138,Hot Fuzz,121,2007,7.8,81,Edgar Wright,N/A,N/A,N/A,N/A,N/A
139,Apocalypto,139,2006,7.8,68,Mel Gibson,N/A,N/A,N/A,N/A,N/A
140,Rogue One,133,2016,7.8,65,Gareth Edwards,N/A,N/A,N/A,N/A,N/A
141,Predator,107,1987,7.8,47,John McTiernan,N/A,N/A,N/A,N/A,N/A
142,The Bourne Identity,119,2002,7.8,68,Doug Liman,N/A,N/A,N/A,N/A,N/A
143,Star Wars: Episode VII - The Force Awakens,138,2015,7.8,80,J.J. Abrams,N/A,N/A,N/A,N/A,N/A
144,Skyfall,143,2012,7.8,81,Sam Mendes,N/A,N/A,N/A,N/A,N/A
145,Taken,90,2008,7.8,51,Pierre Morel,N/A,N/A,N/A,N/A,N/A
146,Captain America: Civil War,147,2016,7.8,75,Anthony Russo, Joe Russo,N/A,N/A,N/A,N/A
147,The Last Samurai,154,2003,7.8,55,Edward Zwick,N/A,N/A,N/A,N/A,N/A
148,The Fugitive,130,1993,7.8,87,Andrew Davis,N/A,N/A,N/A,N/A,N/A
149,Captain Phillips,134,2013,7.8,82,Paul Greengrass,N/A,N/A,N/A,N/A,N/A
150,Captain America: The Winter Soldier,136,2014,7.8,70,Anthony Russo, Joe Russo,N/A,N/A,N/A,N/A
151,Thirteen Lives,147,2022,7.8,66,Ron Howard,N/A,N/A,N/A,N/A,N/A
152,The Fighter,116,2010,7.8,79,David O. Russell,N/A,N/A,N/A,N/A,N/A
153,Serenity,119,2005,7.8,74,Joss Whedon,N/A,N/A,N/A,N/A,N/A
154,Big Hero 6,102,2014,7.8,74,Don Hall, Chris Williams,N/A,N/A,N/A,N/A
155,I Saw the Devil,144,2010,7.8,67,Jee-woon Kim,N/A,N/A,N/A,N/A,N/A
156,Jujutsu Kaisen 0: The Movie,105,2021,7.8,71,Seong-Hu Park,N/A,N/A,N/A,N/A,N/A
157,How to Train Your Dragon 2,102,2014,7.8,77,Dean DeBlois,N/A,N/A,N/A,N/A,N/A
158,Letters from Iwo Jima,141,2006,7.8,89,Clint Eastwood,N/A,N/A,N/A,N/A,N/A
159,Batman: Mask of the Phantasm,76,1993,7.8,65,Kevin Altieri, Boyd Kirkland, Frank Paur, Dan Riba, Eric Radomski, Bruce Timm
160,The Chaser,125,2008,7.8,64,Na Hong-jin,N/A,N/A,N/A,N/A,N/A
161,"Aguirre, the Wrath of God",95,1972,7.8,N/A,Werner Herzog,N/A,N/A,N/A,N/A,N/A
162,Ninja Scroll,94,1993,7.8,N/A,Yoshiaki Kawajiri,N/A,N/A,N/A,N/A,N/A
163,Cowboy Bebop: The Movie,115,2001,7.8,61,Shin'ichirô Watanabe, Mary Elizabeth McGlynn, Tensai Okamura, Hiroyuki Okiura, Yoshiyuki Takei,N/A
164,The Killer,111,1989,7.8,82,John Woo,N/A,N/A,N/A,N/A,N/A
165,Knockin' on Heaven's Door,87,1997,7.8,N/A,Thomas Jahn,N/A,N/A,N/A,N/A,N/A
166,Minnal Murali,158,2021,7.8,N/A,Basil Joseph,N/A,N/A,N/A,N/A,N/A
167,Mission: Impossible - Fallout,147,2018,7.7,86,Christopher McQuarrie,N/A,N/A,N/A,N/A,N/A
168,Sicario,121,2015,7.7,82,Denis Villeneuve,N/A,N/A,N/A,N/A,N/A
169,Man on Fire,146,2004,7.7,47,Tony Scott,N/A,N/A,N/A,N/A,N/A
170,Kingsman: The Secret Service,129,2014,7.7,60,Matthew Vaughn,N/A,N/A,N/A,N/A,N/A
171,Black Hawk Down,144,2001,7.7,74,Ridley Scott,N/A,N/A,N/A,N/A,N/A
172,The Count of Monte Cristo,131,2002,7.7,61,Kevin Reynolds,N/A,N/A,N/A,N/A,N/A
173,Star Trek Into Darkness,132,2013,7.7,72,J.J. Abrams,N/A,N/A,N/A,N/A,N/A
174,3:10 to Yuma,122,2007,7.7,76,James Mangold,N/A,N/A,N/A,N/A,N/A
175,Training Day,122,2001,7.7,69,Antoine Fuqua,N/A,N/A,N/A,N/A,N/A
176,The Last of the Mohicans,112,1992,7.7,76,Michael Mann,N/A,N/A,N/A,N/A,N/A
177,The Lego Movie,100,2014,7.7,83,Phil Lord, Christopher Miller,N/A,N/A,N/A,N/A
178,The Boondock Saints,108,1999,7.7,44,Troy Duffy,N/A,N/A,N/A,N/A,N/A
179,X-Men: First Class,131,2011,7.7,65,Matthew Vaughn,N/A,N/A,N/A,N/A,N/A
180,First Blood,93,1982,7.7,61,Ted Kotcheff,N/A,N/A,N/A,N/A,N/A
181,The Bourne Supremacy,108,2004,7.7,73,Paul Greengrass,N/A,N/A,N/A,N/A,N/A
182,Dirty Harry,102,1971,7.7,87,Don Siegel, Clint Eastwood,N/A,N/A,N/A,N/A
183,The Magnificent Seven,128,1960,7.7,74,John Sturges,N/A,N/A,N/A,N/A,N/A
184,The French Connection,104,1971,7.7,94,William Friedkin,N/A,N/A,N/A,N/A,N/A
185,Goldfinger,110,1964,7.7,87,Guy Hamilton,N/A,N/A,N/A,N/A,N/A
186,Kung Fu Hustle,99,2004,7.7,78,Stephen Chow,N/A,N/A,N/A,N/A,N/A
187,Star Trek II: The Wrath of Khan,113,1982,7.7,68,Nicholas Meyer,N/A,N/A,N/A,N/A,N/A
188,Bonnie and Clyde,111,1967,7.7,86,Arthur Penn,N/A,N/A,N/A,N/A,N/A
189,Run Lola Run,81,1998,7.7,77,Tom Tykwer,N/A,N/A,N/A,N/A,N/A
190,The Longest Day,178,1962,7.7,75,Ken Annakin, Andrew Marton, Gerd Oswald, Bernhard Wicki, Darryl F. Zanuck,N/A
191,The Dirty Dozen,150,1967,7.7,73,Robert Aldrich,N/A,N/A,N/A,N/A,N/A
192,Badlands,94,1973,7.7,93,Terrence Malick,N/A,N/A,N/A,N/A,N/A
193,Kubo and the Two Strings,101,2016,7.7,84,Travis Knight,N/A,N/A,N/A,N/A,N/A
194,The Man from Nowhere,119,2010,7.7,N/A,Jeong-beom Lee,N/A,N/A,N/A,N/A,N/A
195,Dragon Ball Super: Broly,100,2018,7.7,59,Tatsuya Nagamine,N/A,N/A,N/A,N/A,N/A
196,Hard Boiled,128,1992,7.7,N/A,John Woo,N/A,N/A,N/A,N/A,N/A
197,Scarface,93,1932,7.7,90,Howard Hawks, Richard Rosson,N/A,N/A,N/A,N/A
198,Key Largo,100,1948,7.7,N/A,John Huston,N/A,N/A,N/A,N/A,N/A
199,Joint Security Area,110,2000,7.7,58,Park Chan-wook,N/A,N/A,N/A,N/A,N/A
200,Udta Punjab,148,2016,7.7,N/A,Abhishek Chaubey,N/A,N/A,N/A,N/A,N/A
201,Raazi,138,2018,7.7,N/A,Meghna Gulzar,N/A,N/A,N/A,N/A,N/A
202,Eega,145,2012,7.7,N/A,S.S. Rajamouli,N/A,N/A,N/A,N/A,N/A
203,Avatar: The Way of Water,192,2022,7.6,67,James Cameron,N/A,N/A,N/A,N/A,N/A
204,Watchmen,162,2009,7.6,56,Zack Snyder,N/A,N/A,N/A,N/A,N/A
205,Guardians of the Galaxy: Vol,136,2017,7.6,67,James Gunn,N/A,N/A,N/A,N/A,N/A
206,300,117,2006,7.6,52,Zack Snyder,N/A,N/A,N/A,N/A,N/A
207,Deadpool 2,119,2018,7.6,66,David Leitch,N/A,N/A,N/A,N/A,N/A
208,Baby Driver,113,2017,7.6,86,Edgar Wright,N/A,N/A,N/A,N/A,N/A
209,RoboCop,102,1987,7.6,70,Paul Verhoeven,N/A,N/A,N/A,N/A,N/A
210,The Fifth Element,126,1997,7.6,52,Luc Besson,N/A,N/A,N/A,N/A,N/A
211,Fury,134,2014,7.6,64,David Ayer,N/A,N/A,N/A,N/A,N/A
212,Kick-Ass,117,2010,7.6,66,Matthew Vaughn,N/A,N/A,N/A,N/A,N/A
213,Minority Report,145,2002,7.6,80,Steven Spielberg,N/A,N/A,N/A,N/A,N/A
214,Train to Busan,118,2016,7.6,73,Sang-ho Yeon,N/A,N/A,N/A,N/A,N/A
215,Harry Potter and the Half-Blood Prince,153,2009,7.6,78,David Yates,N/A,N/A,N/A,N/A,N/A
216,Kung Fu Panda,92,2008,7.6,74,Mark Osborne, John Stevenson,N/A,N/A,N/A,N/A
217,Star Wars: Episode III - Revenge of the Sith,140,2005,7.6,68,George Lucas,N/A,N/A,N/A,N/A,N/A
218,Enter the Dragon,102,1973,7.6,83,Robert Clouse,N/A,N/A,N/A,N/A,N/A
219,Lethal Weapon,109,1987,7.6,68,Richard Donner,N/A,N/A,N/A,N/A,N/A
220,Zombieland,88,2009,7.6,73,Ruben Fleischer,N/A,N/A,N/A,N/A,N/A
221,The Incredibles 2,118,2018,7.6,80,Brad Bird,N/A,N/A,N/A,N/A,N/A
222,Sherlock Holmes,128,2009,7.6,57,Guy Ritchie,N/A,N/A,N/A,N/A,N/A
223,Creed,133,2015,7.6,82,Ryan Coogler,N/A,N/A,N/A,N/A,N/A
224,Die Hard: With a Vengeance,128,1995,7.6,58,John McTiernan,N/A,N/A,N/A,N/A,N/A
225,Mad Max 2,96,1981,7.6,77,George Miller,N/A,N/A,N/A,N/A,N/A
226,Falling Down,113,1993,7.6,56,Joel Schumacher,N/A,N/A,N/A,N/A,N/A
227,Rise of the Planet of the Apes,105,2011,7.6,68,Rupert Wyatt,N/A,N/A,N/A,N/A,N/A
228,The Raid,101,2011,7.6,73,Gareth Evans,N/A,N/A,N/A,N/A,N/A
229,End of Watch,109,2012,7.6,68,David Ayer,N/A,N/A,N/A,N/A,N/A
230,Dawn of the Planet of the Apes,130,2014,7.6,79,Matt Reeves,N/A,N/A,N/A,N/A,N/A
231,Only the Brave,134,2017,7.6,72,Joseph Kosinski,N/A,N/A,N/A,N/A,N/A
232,Battle Royale,114,2000,7.6,81,Kinji Fukasaku,N/A,N/A,N/A,N/A,N/A
233,Vampire Hunter D: Bloodlust,103,2000,7.6,62,Jack Fletcher, Yoshiaki Kawajiri,N/A,N/A,N/A,N/A
234,Escape from Alcatraz,112,1979,7.6,76,Don Siegel,N/A,N/A,N/A,N/A,N/A
235,Hotel Mumbai,123,2018,7.6,62,Anthony Maras,N/A,N/A,N/A,N/A,N/A
236,Star Trek: First Contact,111,1996,7.6,71,Jonathan Frakes,N/A,N/A,N/A,N/A,N/A
237,United 93,111,2006,7.6,90,Paul Greengrass,N/A,N/A,N/A,N/A,N/A
238,Where Eagles Dare,158,1968,7.6,63,Brian G. Hutton,N/A,N/A,N/A,N/A,N/A
239,The Taking of Pelham One Two Three,104,1974,7.6,68,Joseph Sargent,N/A,N/A,N/A,N/A,N/A
240,Ponniyin Selvan,167,2022,7.6,N/A,Mani Ratnam,N/A,N/A,N/A,N/A,N/A
241,Pushpa: The Rise - Part 1,179,2021,7.6,N/A,Sukumar,N/A,N/A,N/A,N/A,N/A
242,Fearless,104,2006,7.6,70,Ronny Yu,N/A,N/A,N/A,N/A,N/A
243,Evangelion: 1.0 You Are,98,2007,7.6,66,Masayuki, Kazuya Tsurumaki, Hideaki Anno,N/A,N/A,N/A
244,Ludo,149,2020,7.6,N/A,Anurag Basu,N/A,N/A,N/A,N/A,N/A
245,Lupin III: The Castle of Cagliostro,100,1979,7.6,72,Hayao Miyazaki,N/A,N/A,N/A,N/A,N/A
246,Cell 211,113,2009,7.6,N/A,Daniel Monzón,N/A,N/A,N/A,N/A,N/A
247,The Boy and the Beast,119,2015,7.6,65,Mamoru Hosoda,N/A,N/A,N/A,N/A,N/A
248,Madras Cafe,130,2013,7.6,N/A,Shoojit Sircar,N/A,N/A,N/A,N/A,N/A
249,Mortal World,107,2018,7.6,N/A,Ali Atay,N/A,N/A,N/A,N/A,N/A
250,The Covenant,123,2023,7.5,63,Guy Ritchie,N/A,N/A,N/A,N/A,N/A
251,Indiana Jones and the Temple of Doom,118,1984,7.5,57,Steven Spielberg,N/A,N/A,N/A,N/A,N/A
252,Batman,126,1989,7.5,69,Tim Burton,N/A,N/A,N/A,N/A,N/A
253,Scott Pilgrim vs,112,2010,7.5,69,Edgar Wright,N/A,N/A,N/A,N/A,N/A
254,The Hunger Games: Catching Fire,146,2013,7.5,76,Francis Lawrence,N/A,N/A,N/A,N/A,N/A
255,The Warriors,93,1979,7.5,65,Walter Hill,N/A,N/A,N/A,N/A,N/A
256,Harry Potter and the Order of the Phoenix,138,2007,7.5,71,David Yates,N/A,N/A,N/A,N/A,N/A
257,Upgrade,100,2018,7.5,67,Leigh Whannell,N/A,N/A,N/A,N/A,N/A
258,Spider-Man 2,127,2004,7.5,83,Sam Raimi,N/A,N/A,N/A,N/A,N/A
259,Collateral,120,2004,7.5,71,Michael Mann,N/A,N/A,N/A,N/A,N/A
260,Source Code,93,2011,7.5,74,Duncan Jones,N/A,N/A,N/A,N/A,N/A
261,Doctor Strange,115,2016,7.5,72,Scott Derrickson,N/A,N/A,N/A,N/A,N/A
262,Total Recall,113,1990,7.5,60,Paul Verhoeven,N/A,N/A,N/A,N/A,N/A
263,Enemy at the Gates,131,2001,7.5,53,Jean-Jacques Annaud,N/A,N/A,N/A,N/A,N/A
264,Master and Commander: The Far Side of the World,138,2003,7.5,81,Peter Weir,N/A,N/A,N/A,N/A,N/A
265,The Crow,102,1994,7.5,71,Alex Proyas,N/A,N/A,N/A,N/A,N/A
266,Lone Survivor,121,2013,7.5,60,Peter Berg,N/A,N/A,N/A,N/A,N/A
267,Riders of Justice,116,2020,7.5,81,Anders Thomas Jensen,N/A,N/A,N/A,N/A,N/A
